Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	
0	-1923.4613260328813	-1930.8970746315479	7.435748598666487	-1930.8970746315479	0.07087632405956573	7.435748598666487	21.037470056594906	
1	-1919.1055394600535	-1927.2292481389013	8.123708678847777	-1927.2292481389013	0.053046003589876295	8.123708678847777	18.352169969857844	
2	-1919.1055394600535	-1927.2292481389013	8.123708678847777	-1927.2292481389013	0.053046003589876295	8.123708678847777	18.352169969857844	
3	-1919.1055394600535	-1927.2292481389013	8.123708678847777	-1927.2292481389013	0.053046003589876295	8.123708678847777	18.352169969857844	
4	-1919.1348602286512	-1925.8891273915528	6.754267162901727	-1925.8891273915528	0.06389322088442881	6.754267162901727	32.358983845100916	
5	-1919.1348602286512	-1925.8891273915528	6.754267162901727	-1925.8891273915528	0.06389322088442881	6.754267162901727	32.358983845100916	
6	-1918.2365894489255	-1925.0967075472226	6.860118098297017	-1925.0967075472226	0.06064779251761696	6.860118098297017	32.0124753541741	
7	-1918.1770879016453	-1925.0635433543948	6.886455452749564	-1925.0635433543948	0.06110284183724831	6.886455452749564	29.9427020752391	
