#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:primates" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:primates" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:primates">
#                <taxonset id="TaxonSet.primates" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:primates" name="distribution" x="@birthRate.t:primates">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:primates" name="distribution">
#            <parameter id="clockRate.c:primates" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="all.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:primates">
#            <taxonset id="all" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="chimp" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="gorilla" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="human" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="orangutan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="siamang" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean">17.58</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="sigma">0.01</parameter>
#            </Normal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@primates" id="treeLikelihood.primates" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:primates">
#            <siteModel id="SiteModel.s:primates" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:primates" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:primates" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:primates" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:primates" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:primates" id="StrictClock.c:primates" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	logP(mrca(all))	mrcatime(all)	clockRate
14000	-2713.4924045917805	-2702.802485126627	-10.689919465153837	-2702.802485126627	17.56761855059864	-13.609649671545494	0.2062417070903576	2.9197302063916566	17.56761855059864	0.42103067917359904
15000	-2712.9753379744507	-2703.4505887443665	-9.524749230084165	-2703.4505887443665	17.570557117776424	-12.76514075942612	0.1319536391161445	3.240391529341956	17.570557117776424	0.5119857023538306
16000	-2713.36786386532	-2703.3754887887276	-9.992375076592293	-2703.3754887887276	17.591193225523554	-13.052165241269801	0.16563934382256643	3.0597901646775094	17.591193225523554	0.5442971070546622
17000	-2715.8339027349234	-2705.810806986542	-10.023095748381287	-2705.810806986542	17.591193225523554	-13.082885913058796	0.16848467790196117	3.0597901646775094	17.591193225523554	0.5443718226222239
18000	-2712.2060724197436	-2702.5391883617617	-9.666884057981733	-2702.5391883617617	17.591193225523554	-12.726674222659241	0.12185322057264782	3.0597901646775094	17.591193225523554	0.6132553154852771
19000	-2713.997462173241	-2703.764684465888	-10.23277770735302	-2703.764684465888	17.593356318808798	-13.02705309952495	0.1637206381185857	2.794275392171932	17.593356318808798	0.6694425436552132
20000	-2713.1218645951003	-2702.4551876965834	-10.666676898517036	-2702.4551876965834	17.57567706581191	-14.259469751327718	0.2438752862575175	3.5927928528106827	17.57567706581191	0.5496606068727417
21000	-2712.3269620442916	-2702.797233042398	-9.529729001893537	-2702.797233042398	17.58867716194853	-12.839494957271585	0.14425462557715213	3.309765955378048	17.58867716194853	0.6485257052058302
22000	-2716.1347615604677	-2704.3507333109947	-11.784028249473057	-2704.3507333109947	17.58867716194853	-15.093794204851104	0.2851525212602105	3.309765955378048	17.58867716194853	0.5813367846143224
23000	-2717.117946186009	-2708.002723895773	-9.115222290235694	-2708.002723895773	17.583877908875895	-12.72626305677033	0.10304260258046515	3.6110407665346362	17.583877908875895	0.9703264321216306
24000	-2714.9409404653834	-2705.0246532496462	-9.91628721573695	-2705.0246532496462	17.59333665711693	-12.713186753247513	0.10930240903701269	2.796899537510562	17.59333665711693	0.6971745914950112
25000	-2713.2558007632574	-2703.3325481087472	-9.923252654510009	-2703.3325481087472	17.59333665711693	-12.72015219202057	0.10655947655635485	2.796899537510562	17.59333665711693	0.7994294046070782
26000	-2714.666489073732	-2703.0693501194296	-11.597138954302615	-2703.0693501194296	17.595870247670614	-14.02404680145256	0.23126892280133135	2.4269078471499452	17.595870247670614	0.7324582601851524
27000	-2712.983359142534	-2702.602571204357	-10.38078793817683	-2702.602571204357	17.595870247670614	-12.807695785326775	0.09036387005683394	2.4269078471499452	17.595870247670614	0.7679448494837066
28000	-2716.0698699343425	-2703.2718839910626	-12.79798594327974	-2703.2718839910626	17.560356794194494	-14.55493992447613	0.259943308730481	1.7569539811963917	17.560356794194494	0.7216247753638151
29000	-2712.386330254096	-2702.7253528651477	-9.66097738894812	-2702.7253528651477	17.575486274664964	-13.2453404597309	0.18280980615033074	3.5843630707827785	17.575486274664964	0.7901860577927778
30000	-2712.109196172453	-2703.0779792023222	-9.031216970130698	-2703.0779792023222	17.579383365179527	-12.715547430405032	0.12030615133918814	3.6843304602743334	17.579383365179527	0.9002525841953078
31000	-2715.402569076636	-2706.1475244099024	-9.255044666733738	-2706.1475244099024	17.586045325084868	-12.758546542608391	0.09797364424805896	3.5035018758746537	17.586045325084868	0.6112483194178415
32000	-2717.1158347202418	-2704.0373406873864	-13.07849403285519	-2704.0373406873864	17.60158869766875	-14.434366350474995	0.2513247482502707	1.3558723176198066	17.60158869766875	0.38459733714033784
33000	-2715.092165704403	-2704.99099101697	-10.10117468743327	-2704.99099101697	17.590689051583105	-13.216127221485094	0.06564759479872469	3.114952534051824	17.590689051583105	0.46718536927254567
34000	-2713.153691487529	-2702.623127039527	-10.530564448002327	-2702.623127039527	17.571783357744437	-13.879230051006342	0.22299862832672002	3.3486656030040147	17.571783357744437	0.5465898410742906
35000	-2713.005228908521	-2703.8014090944457	-9.20381981407521	-2703.8014090944457	17.574369558171473	-12.731542090936564	0.12344358812386003	3.5277222768613545	17.574369558171473	0.5326334116339404
36000	-2713.2466215602904	-2702.5408459575447	-10.705775602745783	-2702.5408459575447	17.579641832290612	-14.391365834988967	0.2509756409198471	3.6855902322431837	17.579641832290612	0.670409394022222
37000	-2712.811547331075	-2702.595082284596	-10.216465046478772	-2702.595082284596	17.580506618219864	-13.901413389158689	0.04675881006391348	3.684948342679917	17.580506618219864	0.716604796863961
38000	-2714.9798308928753	-2703.658772206033	-11.321058686842239	-2703.658772206033	17.580506618219864	-15.006007029522156	0.28163256146116017	3.684948342679917	17.580506618219864	0.7493670633781625
39000	-2715.2100607309294	-2705.7011575060487	-9.5089032248807	-2705.7011575060487	17.580506618219864	-13.193851567560618	0.06642215971841132	3.684948342679917	17.580506618219864	0.5002464779438248
40000	-2712.6961675732264	-2703.6190979897556	-9.07706958347078	-2703.6190979897556	17.582788855000725	-12.724412675178803	0.1085432849999663	3.6473430917080214	17.582788855000725	0.4260784016370582
41000	-2713.952822377629	-2704.623451294202	-9.329371083427207	-2704.623451294202	17.582788855000725	-12.976714175135228	0.1598341030733473	3.6473430917080214	17.582788855000725	0.6378147124910704
42000	-2714.185723806809	-2704.7682039323518	-9.417519874457547	-2704.7682039323518	17.588744875909892	-12.72138725384374	0.11894673648148373	3.303867379386194	17.588744875909892	0.557034525794635
43000	-2713.1851769810687	-2703.4802280597405	-9.704948921328057	-2703.4802280597405	17.57020505723739	-12.911476055497745	0.08139743334592288	3.2065271341696873	17.57020505723739	0.531325338384656
44000	-2713.300049649376	-2702.5149308538566	-10.785118795519114	-2702.5149308538566	17.581697323862333	-14.456945906834285	0.25323280127602843	3.671827111315171	17.581697323862333	0.40356305218340727
45000	-2714.1811195457835	-2705.0631298540247	-9.117989691758705	-2705.0631298540247	17.577103635317734	-12.762276702678776	0.1297677490878799	3.6442870109200696	17.577103635317734	0.48912125577080096
46000	-2719.6056345760867	-2706.4778827450573	-13.127751831029277	-2706.4778827450573	17.605406545842122	-13.586520625673016	0.054237819576750085	0.458768794643738	17.605406545842122	0.3653995085055567
47000	-2712.074515416171	-2702.774787325587	-9.299728090583875	-2702.774787325587	17.574664484928515	-12.843621137977188	0.14222015766754598	3.5438930473933135	17.574664484928515	0.3390934910225621
48000	-2713.313378642948	-2703.9305396240657	-9.382839018882525	-2703.9305396240657	17.5745824911395	-12.922323660397966	0.150338725751893	3.5394846415154406	17.5745824911395	0.27137401608762624
49000	-2712.3206071451286	-2703.2610302014477	-9.059576943680792	-2703.2610302014477	17.58078942613784	-12.742692628328665	0.11111173143516033	3.683115684647874	17.58078942613784	0.2254130573554339
50000	-2399.504874213801	-2390.1335625439515	-9.371311669849607	-2390.1335625439515	17.57558812230231	-12.96021999853624	0.09620154028697984	3.5889083286866335	17.57558812230231	0.034709265684877075
51000	-1940.126088304744	-1927.6921765971451	-12.433911707598678	-1927.6921765971451	17.594175652750167	-15.115397705915312	0.05975843368634764	2.681485998316633	17.594175652750167	0.0030852847790375877
52000	-1937.8615924069977	-1926.243595981856	-11.617996425141754	-1926.243595981856	17.57511892766588	-15.185103742270694	0.08930678030017267	3.567107317128939	17.57511892766588	0.0033477059762703964
53000	-1937.776110956698	-1926.0233416817687	-11.752769274929213	-1926.0233416817687	17.575791684241015	-15.350451320076083	0.05638051774329662	3.5976820451468696	17.575791684241015	0.00329908965329554
54000	-1937.0566605550282	-1925.2540954455242	-11.802565109504012	-1925.2540954455242	17.58367827219153	-15.421148330712434	0.07286412712879486	3.6185832212084206	17.58367827219153	0.0032405503294615245
55000	-1943.0836656135618	-1927.1403079810896	-15.943357632472292	-1927.1403079810896	17.591595036562616	-18.957364920813514	0.16930883574819597	3.0140072883412214	17.591595036562616	0.0033744552785287987
56000	-1940.3122938020806	-1928.5569890037932	-11.755304798287376	-1928.5569890037932	17.591595036562616	-14.769312086628599	0.0751117960538531	3.0140072883412214	17.591595036562616	0.004028314603056832
57000	-1938.5545238901034	-1926.4347547251725	-12.119769164930835	-1926.4347547251725	17.57554964003586	-15.706972298662206	0.08607674510863782	3.587203133731372	17.57554964003586	0.00347854857271731
58000	-1940.0073983720229	-1926.7864771334932	-13.220921238529538	-1926.7864771334932	17.564431034547113	-15.69518946494722	0.08042415882960706	2.4742682264176823	17.564431034547113	0.003076418539029796
59000	-1937.522507427118	-1925.526500283515	-11.996007143602945	-1925.526500283515	17.580912343741957	-15.678076940868905	0.10397427504230207	3.6820697972659606	17.580912343741957	0.0033888109911916417
60000	-1941.661618566893	-1926.9083729064391	-14.753245660453864	-1926.9083729064391	17.567826555047567	-17.69851350318793	0.15804917816883995	2.945267842734066	17.567826555047567	0.003507284409355498
61000	-1939.14736348512	-1926.2818232480058	-12.865540237114155	-1926.2818232480058	17.596425468921353	-15.20279174346558	0.05548601311535897	2.337251506351425	17.596425468921353	0.0037542682746798386
62000	-1941.533589824078	-1929.7305137492372	-11.803076074840986	-1929.7305137492372	17.5707673067849	-15.063094607603933	0.06292483288660755	3.2600185327629476	17.5707673067849	0.0034048186210273415
63000	-1939.965466544736	-1928.2271478419884	-11.738318702747515	-1928.2271478419884	17.57378695673304	-15.23154082234554	0.07594715821571842	3.4932221195980246	17.57378695673304	0.0033367351928760437
64000	-1940.6902036377674	-1927.6679851911263	-13.022218446641013	-1927.6679851911263	17.57250347045791	-16.427460323547432	0.11954776279280764	3.4052418769064188	17.57250347045791	0.003390030978316148
65000	-1938.1373601347477	-1926.774584581593	-11.362775553154691	-1926.774584581593	17.57826559501786	-15.033966402727794	0.04858238070836644	3.671190849573102	17.57826559501786	0.0037076375593446437
66000	-1937.8717643671762	-1925.9036085672665	-11.968155799909717	-1925.9036085672665	17.57826559501786	-15.63934664948282	0.09452654806661377	3.671190849573102	17.57826559501786	0.0033116774736840706
67000	-1942.7810757636917	-1927.8569973399788	-14.924078423712896	-1927.8569973399788	17.59015326236896	-18.094866392831328	0.1499455621772605	3.1707879691184324	17.59015326236896	0.002942810414798549
68000	-1939.6974888341526	-1928.3724211006943	-11.325067733458425	-1928.3724211006943	17.57480061513802	-14.876131371527013	0.08951291528435289	3.551063638068588	17.57480061513802	0.0035321168867017264
69000	-1936.7707890773763	-1925.1085779766515	-11.662211100724878	-1925.1085779766515	17.57617614814384	-15.275333538419092	0.06582886184405977	3.6131224376942135	17.57617614814384	0.003329520545870709
70000	-1939.0135020826028	-1927.405141651813	-11.608360430789839	-1927.405141651813	17.58745155330097	-15.016963850587205	0.09108014619317714	3.408603419797366	17.58745155330097	0.003996521787441573
71000	-1939.8154564234621	-1926.0638880005022	-13.751568422960005	-1926.0638880005022	17.56783450294377	-16.697803482618106	0.14701480690534774	2.946235059658101	17.56783450294377	0.0038499678399024234
72000	-1941.6104818439433	-1927.9241523323676	-13.686329511575623	-1927.9241523323676	17.580117346492592	-17.37249231336242	0.1427182194857114	3.6861628017867982	17.580117346492592	0.00385394455071872
73000	-1939.9574545025896	-1927.8174774163947	-12.13997708619494	-1927.8174774163947	17.574403912325614	-15.6696277526814	0.09306887181545123	3.5296506664864613	17.574403912325614	0.0035528411019890055
74000	-1940.1713890880787	-1927.4132658524506	-12.758123235628105	-1927.4132658524506	17.589524036784688	-15.9908185050309	0.09333678598697896	3.232695269402794	17.589524036784688	0.0029218004898562133
75000	-1939.6356874711983	-1927.937941990186	-11.697745481012417	-1927.937941990186	17.587191921544296	-15.125358456299184	0.07791346685328414	3.427612975286767	17.587191921544296	0.0037135876610788453
76000	-1938.6357936712163	-1926.6814797952718	-11.954313875944631	-1926.6814797952718	17.583788943766343	-15.56876505440542	0.034209832135439995	3.614451178460788	17.583788943766343	0.003695484489679532
77000	-1938.612913960375	-1926.532272341038	-12.080641619337113	-1926.532272341038	17.571410280111618	-15.397956833316321	0.03837818539571697	3.317315213979209	17.571410280111618	0.003346529470512806
78000	-1940.4879292442029	-1928.3418909598115	-12.146038284391302	-1928.3418909598115	17.583183244052044	-15.781604723700289	0.032912840886809513	3.6355664393089855	17.583183244052044	0.0031883965805129173
79000	-1940.8001449173819	-1928.4569109311249	-12.343233986256955	-1928.4569109311249	17.570785852409195	-15.60496305991481	0.06576598366597379	3.2617290736578566	17.570785852409195	0.002726876099451742
80000	-1940.1546504284968	-1927.5845784740443	-12.570071954452409	-1927.5845784740443	17.570785852409195	-15.831801028110267	0.034030069250617495	3.2617290736578566	17.570785852409195	0.0029725507223906456
81000	-1944.5578651206204	-1931.723567032947	-12.834298087673567	-1931.723567032947	17.585464185898626	-16.37124310278316	0.09708564479854943	3.5369450151095956	17.585464185898626	0.002920861107110635
82000	-1940.5470476767416	-1928.4185271122742	-12.128520564467335	-1928.4185271122742	17.567064318909278	-14.978092990846646	0.0822728883903449	2.849572426379311	17.567064318909278	0.0035865840301804778
83000	-1942.7436991798224	-1930.1274538356881	-12.61624534413421	-1930.1274538356881	17.59563337619561	-15.080464740549886	0.08756320199452383	2.4642193964156744	17.59563337619561	0.003815204356596799
84000	-1938.476040413068	-1926.1915233379066	-12.284517075161336	-1926.1915233379066	17.58982842363027	-15.487759172664404	0.037473707258193975	3.2032420975030687	17.58982842363027	0.003378502554694061
85000	-1939.6359523854226	-1927.1971883013941	-12.43876408402835	-1927.1971883013941	17.575318240236935	-16.015401364416597	0.12289184092413513	3.5766372803882476	17.575318240236935	0.004026460271152137
86000	-1939.6387428965395	-1926.8805519479017	-12.758190948637832	-1926.8805519479017	17.56906242845306	-15.84627024469912	0.03213002068288949	3.088079296061289	17.56906242845306	0.0034451763216489504
87000	-1939.731449408874	-1925.7831994045791	-13.948250004294772	-1925.7831994045791	17.558891112238115	-15.406555944359223	0.0704505934801438	1.458305940064451	17.558891112238115	0.0031153977870751353
88000	-1941.2574023538198	-1926.7285214415572	-14.528880912262682	-1926.7285214415572	17.604536001542737	-15.205035706519718	0.046453081283021905	0.6761547942570352	17.604536001542737	0.0036133703255459317
89000	-1937.9301953850515	-1926.253356106166	-11.676839278885623	-1926.253356106166	17.588713550767352	-14.983441096792792	0.07129029128673893	3.306601817907168	17.588713550767352	0.003821566240135839
90000	-1938.6236828220337	-1927.017574584211	-11.60610823782279	-1927.017574584211	17.588713550767352	-14.912710055729958	0.06788595035728505	3.306601817907168	17.588713550767352	0.00404497291482933
91000	-1937.4277977198262	-1925.2113398824567	-12.21645783736958	-1925.2113398824567	17.591103355261527	-15.286266999834385	0.08259132067514027	3.069809162464806	17.591103355261527	0.003327221708667944
92000	-1937.6825971386381	-1925.6471402838276	-12.035456854810501	-1925.6471402838276	17.570622012506877	-15.28195526048827	0.0540273252642103	3.246498405677768	17.570622012506877	0.0035902474359627633
93000	-1940.394903992434	-1926.1542314707094	-14.240672521724388	-1926.1542314707094	17.57879155039432	-17.9196024222605	0.16690666003711957	3.6789299005361116	17.57879155039432	0.003753823168913748
94000	-1938.6978896590306	-1925.5937588568966	-13.104130802134016	-1925.5937588568966	17.59689682272008	-15.362849364748136	0.0717201419730518	2.2587185626141206	17.59689682272008	0.0033182812690012754
95000	-1940.4467733549823	-1927.8708153955702	-12.575957959412106	-1927.8708153955702	17.58764951268711	-15.969614390444011	0.031926207853840316	3.393656431031905	17.58764951268711	0.0030541536134020392
96000	-1938.5695044127256	-1926.5541673847629	-12.015337027962689	-1926.5541673847629	17.57305318206485	-15.460277283625626	0.040607808393106265	3.444940255662937	17.57305318206485	0.0032059972205039137
97000	-1938.9189064674158	-1927.0741475891089	-11.844758878306967	-1927.0741475891089	17.570601583413307	-15.089339359405407	0.049767816578996066	3.24458048109844	17.570601583413307	0.0032167470184328232
98000	-1936.78512488639	-1925.2817309595612	-11.50339392682876	-1925.2817309595612	17.574691572341386	-15.048728558578597	0.07408717642213752	3.545334631749837	17.574691572341386	0.0035507916859526755
99000	-1940.0783867205819	-1928.366266670318	-11.712120050263911	-1928.366266670318	17.574691572341386	-15.257454682013748	0.03985357485372581	3.545334631749837	17.574691572341386	0.003481670255784766
100000	-1941.0057878386283	-1927.5947557585014	-13.411032080126933	-1927.5947557585014	17.565866307833296	-16.098457461594897	0.0928352053259926	2.687425381467965	17.565866307833296	0.0033041496118197664
